web-scraper-order,web-scraper-start-url,single,single-href,title,price,info,rating,instock,asin,bestseller,dimension,img1-src
1669910909-27,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 19752 Karton Heftumschläge DIN A4, Hefthüllen mit Beschriftungsfeld, aus stabilem und extra starkem Papier, 10er Set Heftschoner für Schulhefte, hellgrün",https://www.amazon.de/HERMA-19752-Heftumschl%C3%A4ge-Beschriftungsfeld-Heftschoner/dp/B0914TY1FV/ref=sr_1_232?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-232,"HERMA 19752 Karton Heftumschläge DIN A4, Hefthüllen mit Beschriftungsfeld, aus stabilem und extra starkem Papier, 10er Set Heftschoner für Schulhefte, hellgrün",,Extra starke Hefthülle aus Karton im DIN A4 Format mit praktischem Namensfeld,4.4 von 5,Nur noch 7 auf Lager (mehr ist unterwegs).,B0914TY1FV,"Nr. 85,618 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 112 in Buchumschläge & Heftumschläge",‎30 x 21.3 x 0.04 cm; 39 Gramm,
1669910913-28,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kalender 2021-2022, A5 Terminplaner Von Januar 2022 Bis Dezember 2022, Hardcover, 20.9 X 14,5 Cm, Terminkalender, Wochenplaner, Organizer, Wochenplaner Für Viel Beschäftigte Menschen",https://www.amazon.de/2021-2022-Terminplaner-Terminkalender-Wochenplaner-Besch%C3%A4ftigte/dp/B09JVQ6BMQ/ref=sr_1_231?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-231,"Kalender 2021-2022, A5 Terminplaner Von Januar 2022 Bis Dezember 2022, Hardcover, 20.9 X 14,5 Cm, Terminkalender, Wochenplaner, Organizer, Wochenplaner Für Viel Beschäftigte Menschen","6,99€",Info zu diesem Artikel,5.0 von 5,Auf Lager.,B09JVQ6BMQ,"Nr. 256,091 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 7,323 in Terminkalender",,
1669910916-29,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Winsor & Newton 0290068 Fineliner Set, 5 Pigment Liner für exakte Linien und Outlines, hohe Qualität, Pigmenttinte, dokumentenecht, lichtbeständig Linenbreite, 0,1 mm, 0,3 mm, 0,5 mm, 0,8 mm, 1,0 mm",https://www.amazon.de/Winsor-Newton-0290068-dokumentenecht-lichtbest%C3%A4ndig/dp/B07CRGP1VH/ref=sr_1_230?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-230,"Winsor & Newton 0290068 Fineliner Set, 5 Pigment Liner für exakte Linien und Outlines, hohe Qualität, Pigmenttinte, dokumentenecht, lichtbeständig Linenbreite, 0,1 mm, 0,3 mm, 0,5 mm, 0,8 mm, 1,0 mm",,"Allrounder – Winsor & Newton Fineliner sind optimal geeignet für das Zeichnen von exakten Linien und Outlines, geeignet für Kunst, technisches Zeichnen und alltägliches Schreiben",4.5 von 5,,B07CRGP1VH,"Nr. 8,890 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 20 in Technisches Zeichen 
  Nr. 119 in Fineliner",‎1.3 x 13 x 19 cm; 54.43 Gramm,
1669910919-30,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Anchor Red White Blue Journal Notebook - Lined: 130 Pages 6 x 9 Lined Writing Paper School Student Teacher English Language Arts Diary Planner,https://www.amazon.de/Anchor-White-Blue-Journal-Notebook/dp/1725717158/ref=sr_1_229?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-229,Wie bewerten Sie heute Ihre Erfahrung beim Kauf von Büchern auf Amazon?,,,5.0 von 5,Auf Lager.,,,,
1669910921-31,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Anchor Red White Blue Journal Notebook - Sketchbook: 130 Pages 6 x 9 Unlined Blank Sketch Drawing Art Book Paper School Student Teacher Diary Planner,https://www.amazon.de/Anchor-White-Blue-Journal-Notebook/dp/1725717220/ref=sr_1_228?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-228,Wie bewerten Sie heute Ihre Erfahrung beim Kauf von Büchern auf Amazon?,,,5.0 von 5,Auf Lager.,,,,
1669910924-32,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"EJRange A5-Notizbücher, liniert, abwischbar, PU-Leder, weiches Gefühl, Stifthalter, Schleife, linierter Notizblock, Planer, 192 Seiten (dunkelgrün)",https://www.amazon.de/EJRange-A5-Notizb%C3%BCcher-abwischbar-Stifthalter-Notizblock/dp/B088NH4MT9/ref=sr_1_227?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-227,Wie bewerten Sie heute Ihre Erfahrung beim Kauf von Büchern auf Amazon?,,,4.7 von 5,Nur noch 9 auf Lager,,,,
1669910927-33,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"RHINO Schreibwarenheft, A4, 80 Seiten, 5 mm, kariert, Hellblau",https://www.amazon.de/RHINO-Notizbuch-A4-Seiten-Blau/dp/B00IMJ6PUU/ref=sr_1_226?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-226,"RHINO Schreibwarenheft, A4, 80 Seiten, 5 mm, kariert, Hellblau","1,74€",Info zu diesem Artikel,4.2 von 5,Auf Lager.,B00IMJ6PUU,"Nr. 291,838 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 3,292 in Notizbücher (Bürobedarf & Schreibwaren)",,
1669910930-34,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Howilath Schwarze Federmappe mit Jeans und Mops-Motiv, Aufbewahrungstasche für Schreibwaren mit Reißverschluss für Kinder",https://www.amazon.de/Howilath-Federmappe-Aufbewahrungstasche-Schreibwaren-Rei%C3%9Fverschluss/dp/B09982CHBH/ref=sr_1_225?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-225,"Howilath Schwarze Federmappe mit Jeans und Mops-Motiv, Aufbewahrungstasche für Schreibwaren mit Reißverschluss für Kinder","9,99€",Info zu diesem Artikel,3.0 von 5,,,,,
1669910933-35,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HUGS IDEA Animal Pattern Pencil Case Schreibwaren Pouch Schulbedarf, Dinosaurier-1, 22*11*4cm, Taschen-Organizer",https://www.amazon.de/HUGS-IDEA-Schreibwaren-Dinosaurier-1-Taschen-Organizer/dp/B0B62LFCC3/ref=sr_1_224?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-224,"HUGS IDEA Animal Pattern Pencil Case Schreibwaren Pouch Schulbedarf, Dinosaurier-1, 22*11*4cm, Taschen-Organizer","13,44€",Info zu diesem Artikel,4.4 von 5,Nur noch 6 auf Lager,B0B62LFCC3,"Nr. 224,900 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,678 in Schultaschen-Sets 
  Nr. 4,861 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669910936-36,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 20240 Heftumschläge DIN A4 Bast, Hefthüllen mit Beschriftungsetikett und Baststruktur, aus strapazierfähiger und abwischbarer Polypropylen-Folie, 10er Set Heftschoner für Schulhefte, grün",https://www.amazon.de/HERMA-20240-Beschriftungsetikett-strapazierf%C3%A4higer-Polypropylen-Folie/dp/B086WZWN8P/ref=sr_1_223?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-223,"HERMA 20240 Heftumschläge DIN A4 Bast, Hefthüllen mit Beschriftungsetikett und Baststruktur, aus strapazierfähiger und abwischbarer Polypropylen-Folie, 10er Set Heftschoner für Schulhefte, grün","5,87€",Hefthülle aus abwischbarer Folie im DIN A4 Format mit praktischem Namensaufkleber,4.6 von 5,Nur noch 6 auf Lager (mehr ist unterwegs).,B086WZWN8P,"Nr. 26,581 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 32 in Buchumschläge & Heftumschläge",‎42.7 x 30.6 x 0.02 cm; 13 Gramm,
1669910939-37,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 19424 Heftumschläge DIN A4 SCHOOLYDOO, Hefthüllen mit Beschriftungsetikett, aus strapazierfähiger und abwischbarer Polypropylen-Folie, 10er Set Heftschoner für Schulhefte, weinrot",https://www.amazon.de/HERMA-19424-Beschriftungsetikett-strapazierf%C3%A4higer-Polypropylen-Folie/dp/B08T9G5CCT/ref=sr_1_222?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-222,"HERMA 19424 Heftumschläge DIN A4 SCHOOLYDOO, Hefthüllen mit Beschriftungsetikett, aus strapazierfähiger und abwischbarer Polypropylen-Folie, 10er Set Heftschoner für Schulhefte, weinrot","6,70€",Hefthülle aus abwischbarer Folie im DIN A4 Format mit praktischem Namensaufkleber,4.6 von 5,Auf Lager.,B08T9G5CCT,"Nr. 34,659 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 15 in Heftboxen 
  Nr. 40 in Buchumschläge & Heftumschläge",‎42.7 x 30.6 x 0.02 cm; 16 Gramm,
1669910942-38,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49115-268 - Federmappe mit Innenklappe und Reißverschluss, Wizzard Blue Ivy, Faulenzer-Etui ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49115-268-Rei%C3%9Fverschluss-Schreibtisch-Organizer-B%C3%BCromaterialien/dp/B09RKB1DD7/ref=sr_1_221?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-221,"Walker 49115-268 - Federmappe mit Innenklappe und Reißverschluss, Wizzard Blue Ivy, Faulenzer-Etui ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","18,05€",Info zu diesem Artikel,5.0 von 5,,B09RKB1DD7,"Nr. 287,513 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 6,517 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669910944-39,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=10&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49605-148 - Federmappe mit Innenklappe und Reißverschluss, Blue Panther Royal Blue, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49605-148-Rei%C3%9Fverschluss-Schreibtisch-Organizer-B%C3%BCromaterialien/dp/B08R3TBJPM/ref=sr_1_220?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910870&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-220,"Walker 49605-148 - Federmappe mit Innenklappe und Reißverschluss, Blue Panther Royal Blue, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",,Info zu diesem Artikel,5.0 von 5,,B08R3TBJPM,"Nr. 316,048 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 7,299 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669910949-40,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Hund Haftnotizen Spender,https://www.amazon.de/MUSTARD-Hund-Haftnotizen-Spender/dp/B087J9H22S/ref=sr_1_222?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-222,Hund Haftnotizen Spender,"34,31€",Info zu diesem Artikel,4.4 von 5,,B087J9H22S,"Nr. 316,834 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 2,915 in Selbstklebende Notizzettel",,
1669910953-41,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Parker Jotter Originals Kugelschreiber | Klassisches Magenta | Mittlere Spitze | Blau Tinte,https://www.amazon.de/Parker-Collection-Kugelschreiber-magentarote-klassischer-Schreibspitze/dp/B07PL1C9V7/ref=sr_1_221?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-221,Parker Jotter Originals Kugelschreiber | Klassisches Magenta | Mittlere Spitze | Blau Tinte,"9,69€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B07PL1C9V7,"Nr. 9,001 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 109 in Füllfederhalter",‎20.5 x 7 x 1.4 cm; 453.59 Gramm,
1669910956-42,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Maped – Box mit 12 Bleistiften Graphit Aveec Radiergummi, Härtegrad 2H, aus Holz",https://www.amazon.de/Maped-Bleistiften-Graphit-Radiergummi-H%C3%A4rtegrad/dp/B07ZHVGJFN/ref=sr_1_220?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-220,"Maped – Box mit 12 Bleistiften Graphit Aveec Radiergummi, Härtegrad 2H, aus Holz","6,43€",Info zu diesem Artikel,4.8 von 5,Auf Lager.,B07ZHVGJFN,"Nr. 110,138 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,389 in Holzbleistifte",,
1669910960-43,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Fringoo - Kinder Stifthalter - Rosa Einhörner & Katzen Design - Türkisfarbenes Federmäppchen - Schreibwarenhalter - Groß - Geprägtes Hardtop - Doppelter Reißverschluss,https://www.amazon.de/Fringoo-Federmappe-Hartschale-ordentliche-Aufbewahrung/dp/B074FDFZMR/ref=sr_1_216?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-216,Fringoo - Kinder Stifthalter - Rosa Einhörner & Katzen Design - Türkisfarbenes Federmäppchen - Schreibwarenhalter - Groß - Geprägtes Hardtop - Doppelter Reißverschluss,"7,91€",Info zu diesem Artikel,4.3 von 5,Auf Lager.,B074FDFZMR,"Nr. 156,011 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 3,215 in Federmäppchen (Bürobedarf & Schreibwaren)",‎22 x 5.5 x 15 cm; 80 Gramm,
1669910963-44,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Maped – Graphitstifte HB #2 Black'Peps Tatoo Cosmic Teens – Bleistifte aus Holz mit Radiergummi – ergonomische Form – 6 Bleistifte aus Papier zufällige Farbe,https://www.amazon.de/Maped-Bleistifte-Radiergummi-ergonomische-Farbauswahl/dp/B0845DG5WV/ref=sr_1_215?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-215,Maped – Graphitstifte HB #2 Black'Peps Tatoo Cosmic Teens – Bleistifte aus Holz mit Radiergummi – ergonomische Form – 6 Bleistifte aus Papier zufällige Farbe,"4,82€",Info zu diesem Artikel,4.6 von 5,Nur noch 20 auf Lager,B0845DG5WV,"Nr. 222,985 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 2,567 in Holzbleistifte",,
1669910966-45,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,AoMoon Kawaii Rucksack Schöner Pastell-Rucksack für Teenager Mädchen Ästhetische Studenten Büchertaschen mit Kawaii Pin und süßem Zubehör,https://www.amazon.de/AoMoon-Pastell-Rucksack-%C3%84sthetische-Studenten-B%C3%BCchertaschen/dp/B09DY791KD/ref=sr_1_214?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-214,AoMoon Kawaii Rucksack Schöner Pastell-Rucksack für Teenager Mädchen Ästhetische Studenten Büchertaschen mit Kawaii Pin und süßem Zubehör,"39,24€","【 Große Schulranzen 】: Länge: 30 cm; Breite: 13 cm; Höhe: 43 cm. Kann für Bücher, Notizbücher, andere Schulbedarf, Handys, Schlüssel, Wasserflaschen usw. halten.",4.2 von 5,Auf Lager.,,,,https://m.media-amazon.com/images/I/71WoOkQBZTL._AC_UL1500_.jpg
1669910970-46,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Oxford „Black n‘ Red“-Notizbuch, A4, Hardcover, Draht-gebunden 5er-Pack A4 schwarz/red",https://www.amazon.de/Oxford-Black-Red-A4-400113858-geriffelte-Oberfl%C3%A4che/dp/B07DJXXTVB/ref=sr_1_213?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-213,"Oxford „Black n‘ Red“-Notizbuch, A4, Hardcover, Draht-gebunden 5er-Pack A4 schwarz/red",,Info zu diesem Artikel,4.4 von 5,Auf Lager.,B07DJXXTVB,"Nr. 248,871 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,660 in Ringblöcke",‎30 x 22 x 5.5 cm; 2.3 Kilogramm,
1669910972-47,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49164-256 - Federmappe mit Innenklappe und Reißverschluss, Classic Bananengelb, Faulenzer-Etui ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49164-256-Rei%C3%9Fverschluss-Schreibtisch-Organizer-B%C3%BCromaterialien/dp/B09QMDGWZ2/ref=sr_1_212?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-212,"Walker 49164-256 - Federmappe mit Innenklappe und Reißverschluss, Classic Bananengelb, Faulenzer-Etui ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","14,28€",Info zu diesem Artikel,5.0 von 5,Nur noch 6 auf Lager,B09QMDGWZ2,"Nr. 373,279 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 9,337 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669910975-48,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49115-156 - Federmappe mit Innenklappe, 20 Stiftschlaufen, Reißverschluss, Elite Stone Melange, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49115-156-Federmappe-Innenklappe-Melange/dp/B081X8Q21K/ref=sr_1_211?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-211,"Walker 49115-156 - Federmappe mit Innenklappe, 20 Stiftschlaufen, Reißverschluss, Elite Stone Melange, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","21,62€",Info zu diesem Artikel,5.0 von 5,,B081X8Q21K,"Nr. 699,821 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 3,324 in Federmäppchen (Spielzeug) 
  Nr. 52,240 in Schreibtischzubehör & Ablage",,
1669910978-49,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Cray nicht Expressionist 25 Stück Pastellkreide, Öl",https://www.amazon.de/Cray-Expressionist-25-St%C3%BCck-Pastellkreide-verschiedene/dp/B005E0CF5O/ref=sr_1_210?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-210,"Cray nicht Expressionist 25 Stück Pastellkreide, Öl","14,66€",Info zu diesem Artikel,4.6 von 5,Nur noch 2 auf Lager,B005E0CF5O,"Nr. 1,284,031 in Küche, Haushalt & Wohnen (Siehe Top 100 in Küche, Haushalt & Wohnen) 
  Nr. 5,418 in Malfarben",‎30.48 x 8.89 x 1.6 cm; 285.76 Gramm,
