web-scraper-order,web-scraper-start-url,single,single-href,title_raw,price_raw,descr_raw,brand_raw,dimensions_raw,colour_raw,dissize_raw,bestsellerranking_raw,ranking_raw,instock_raw,price,dimension,displaysize
1669994550-97,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Lenovo Ideapad 3 Laptop 39,6 cm (15,6 Zoll, 1920x1080, FHD, WideView, entspiegelt) Slim Notebook (AMD Ryzen 3 5300U, 8GB RAM, 256GB SSD, AMD Radeon Grafik, Windows 11 Home) grau",https://www.amazon.de/Lenovo-1920x1080-WideView-entspiegelt-Notebook/dp/B09RPN4VGH/ref=sr_1_30?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-30,"Lenovo Ideapad 3 Laptop 39,6 cm (15,6 Zoll, 1920x1080, FHD, WideView, entspiegelt) Slim Notebook (AMD Ryzen 3 5300U, 8GB RAM, 256GB SSD, AMD Radeon Grafik, Windows 11 Home) grau","524,01€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    AMD Ryzen 3 5300U Mobil-Prozessor (bis zu 3,8 GHz) mit Radeon-Grafikeinheit     Augenschonendes Eye Care Display, PrivacyShutter mechanischer Kameraverschluss     Sicheres Anmelden per Gesichtserkennung     Stereo-Lautsprecher mit Dolby Audio Klangoptimierung, Windows 11 Home im S-Mode     Akku: Li-Polymer: 45 Wh, Laufzeit bis zu 9 Stunden (MobileMark 2018), RapidCharge Schnell-Lade-Funktion     
                 › Weitere Produktdetails",‎Lenovo,‎32.42 x 21.57 x 1.99 cm; 1.41 Kilogramm,‎Grau,‎15.6 Zoll,"Nr. 11,438 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 106 in Normale Laptop-Computer",,Nur noch 1 auf Lager,524,‎32.42 x 21.57 x 1.99,‎15.6
1669994553-98,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Aspire 5 (A517-52G-5729) Laptop | 17,3 FHD Display | Intel Core i5-1135G7 | 16 GB DDR4 RAM | 512 GB SSD | NVIDIA GeForce MX450 | Windows 11 | QWERTZ Tastatur | Silber",https://www.amazon.de/Acer-A517-52G-5729-Display-i5-1135G7-Tastatur/dp/B09RK43DGQ/ref=sr_1_29?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-29,"Acer Aspire 5 (A517-52G-5729) Laptop | 17,3 FHD Display | Intel Core i5-1135G7 | 16 GB DDR4 RAM | 512 GB SSD | NVIDIA GeForce MX450 | Windows 11 | QWERTZ Tastatur | Silber","768,39€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Intel Core i5-1135G7 (2,40GHz mit bis zu 4,20GHz Turbo-Boost) Grafikkarte: NVIDIA GeForce MX450 - 2GB GDDR5 VRAM Festplatte: 512GB M.2 PCIe (SSD) Arbeitsspeicher: 16GB DDR4 RAM     Display: dank FHD Display Sie werden sehr scharfe Bilder erleben. WebcAM: HD-Webcam     Anschlüsse: 1 x HDMI, 3 x USB 3.2 Gen.1 (2 x Type-A; 1 x Type-C), 1 x USB 2.0, 1 x Ethernet/LAN, 1 x Audioanschluss, Kabellos: Bluetooth 5.1, WLAN (AX)     
                 › Weitere Produktdetails",‎Acer,‎26.37 x 40.35 x 1.99 cm; 2.6 Kilogramm,‎Silber,‎17.3 Zoll,"Nr. 11,452 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 107 in Normale Laptop-Computer","4,2 von 5 Sternen     

                       53 Sternebewertungen   
                 

           
      
 4,2 von 5 Sternen",Auf Lager.,768,‎26.37 x 40.35 x 1.99,‎17.3
1669994557-99,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,Acer Chromebook 314 (CB314-2HT-K3GR) Laptop | 14 Full HD Touch-Display | MediaTek Octa-Core ARM Cortex A73/A53 (MT8183) | 4 GB RAM | 64 GB eMMC | Mali-G72 MP3 GPU | Google Chrome OS | silber,https://www.amazon.de/Acer-Chromebook-CB314-2HT-K3GR-Touch-Display-Akkulaufzeit/dp/B09NYC4D6Z/ref=sr_1_28?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-28,Acer Chromebook 314 (CB314-2HT-K3GR) Laptop | 14 Full HD Touch-Display | MediaTek Octa-Core ARM Cortex A73/A53 (MT8183) | 4 GB RAM | 64 GB eMMC | Mali-G72 MP3 GPU | Google Chrome OS | silber,"262,69€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Schnell. Einfach. Sicher: mit Chromebooks werden Laptops dank chromeos einfach und intuitiv wie smartphones. Sie starten in wenigen Sekunden und dank integriertem Virenschutz sind Sie immer sicher unterwegs     Zugriff auf Millionen von Apps im Google Play Store und 12 Monate kostenlos 100 Gb Speicherplatz bei Google One     Anschlüsse: 1xusb 3.1 Type-C Gen.1, 1xusb 2.0 Type-A, Audio Anschluss: 1xlautsprecher/kopfhörer/line-out (unterstützt Headsets mit integriertem Mikrofon) Kabellos: Wlan, Bluetooth 4.2     Akku: Bis zu 15 Stunden | Lieferumfang: Acer Chromebook 314, 45W ac-netzteil (Usb Type C Adapter)     
                 › Weitere Produktdetails",‎Acer,,‎Silber,‎14 Zoll,"Nr. 3,797 in Elektronik & Foto (Siehe Top 100 in Elektronik & Foto) 
  Nr. 287 in Hifi & Audio","4,3 von 5 Sternen     

                       2.728 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,262,,‎14
1669994561-100,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"TULPAR A5 V19.1 Gaming Laptop | 15,6'' FHD 1920X1080 144HZ IPS LED-Display | Intel Core i5 12500H | 8 GB RAM | 500 GB SSD | Nvidia GTX 1650 | FreeDOS Gaming Notebook",https://www.amazon.de/TULPAR-A5-V19-1-1920X1080-LED-Display/dp/B0BCK2VLXW/ref=sr_1_27?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-27,"TULPAR A5 V19.1 Gaming Laptop | 15,6'' FHD 1920X1080 144HZ IPS LED-Display | Intel Core i5 12500H | 8 GB RAM | 500 GB SSD | Nvidia GTX 1650 | FreeDOS Gaming Notebook","663,03€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Beschleunigen Sie Ihr Tempo mit dem Intel Core i5-12500H der 12. Generation. Genießen Sie hohe Leistung sowohl beim Spielen als auch im täglichen Gebrauch     Erleben Sie schnellen Spielen-Spaß mit nVIDIA GeForce GTX 1650 4GB.     Verdoppeln Sie Ihr Spielerlebnis mit einem 15,6”-Zoll-FHD-Display mit dünnem Rand und einer Bildwiederholfrequenz von 144 Hz.     Mit 16 GB RAM können Sie Spielen-Aufgaben und den täglichen Gebrauch schnell erledigen     Die Xcooling-Kühltechnologie der 3. Generation sorgt für maximale Leistung auch bei langen Betriebsstunden. Bringen Sie Ihre GPU und CPU mit zwei 8-mm-Lüftern an ihre Grenzen.     
                 › Weitere Produktdetails",‎TULPAR,,‎Black,‎15.6 Zoll,"Nr. 49,173 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 720 in Laptops",,Nur noch 15 auf Lager,663,,‎15.6
1669994564-101,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Asus Chromebook CX15 Entry Laptop | 15,6"" Full-HD matt Display | Intel Celeron | 8 GB RAM | 64 GB SSD | UHD Graphics | Chrome OS | QWERTZ Tastatur | Silver |",https://www.amazon.de/ASUS-Chromebook-1920x1080-Notebook-Transparent/dp/B09QLFTQ19/ref=sr_1_26?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-26,"Asus Chromebook CX15 Entry Laptop | 15,6"" Full-HD matt Display | Intel Celeron | 8 GB RAM | 64 GB SSD | UHD Graphics | Chrome OS | QWERTZ Tastatur | Silver |","361,11€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Schnell. Einfach. Sicher: Mit Chromebooks werden Laptops dank dem Betriebssystem Chrome OS einfach und intuitiv wie Smartphones. Sie starten in wenigen Sekunden und dank integriertem Virenschutz sind Sie immer sicher unterwegs.     Zugriff auf Millionen von Apps im Google Play Store und 12 Monate kostenlos 100 GB Speicherplatz bei Google One     Ultradünn und superleicht mit extra langer Akkulaufzeit! Ideal für Kreativität – egal, wo sie ausgelebt wird.     Blickwinkel stabil und farbtreu und das selbst im Park oder auf der Terrasse. Das reflexionsarme IPS-Level-Display liefert die Lösung. Störende Reflexionen und unerwünschte Ablenkungen werden durch das reflexionsarme IPS-Level-Display reduziert, um sich wirklich auf das konzentrieren zu können, was vor einem liegt.     Bis zu 11 Stunden Akkulaufzeit     
                 › Weitere Produktdetails",‎ASUS,‎36.13 x 24.99 x 1.89 cm; 1.8 Kilogramm,‎Silver,‎15.6 Zoll,"Nr. 30,291 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 428 in Laptops","4,4 von 5 Sternen     

                       259 Sternebewertungen   
                 

           
      
 4,4 von 5 Sternen",Nur noch 1 auf Lager,361,‎36.13 x 24.99 x 1.89,‎15.6
1669994568-102,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Aspire 5 (A517-53G-503Y) Laptop | 17,3 FHD Display | Intel Core i5-1240P | 16 GB RAM | 512 GB SDD | NVIDIA Geforce RTX 2050 | Windows 11 | QWERTZ Tastatur | grau",https://www.amazon.de/Acer-Aspire-A517-53G-503Y-Laptop-Windows/dp/B09RGFXDB3/ref=sr_1_25?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-25,"Acer Aspire 5 (A517-53G-503Y) Laptop | 17,3 FHD Display | Intel Core i5-1240P | 16 GB RAM | 512 GB SDD | NVIDIA Geforce RTX 2050 | Windows 11 | QWERTZ Tastatur | grau","879,51€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    PROZESSOR: Intel Core i5-1240P (3,3 GHz E-Core | 4,4 GHz P-Core Max Turbo Frequency) DISPLAY: Dank dem FHD Bildschirm erleben Sie gestochen scharfe Bilder. WEBCAM: HD Webcam FESTPLATTE: 512 GB PCIe NVMe (SSD) ARBEITSSPEICHER: 16 GB DDR4 RAM     GRAFIKKARTE: NVIDIA Geforce RTX 2050 - 4 GB GDDR6 VRAMNVIDIA-Grafikprozessoren, gepaart mit exklusiven Treibertechnologie, beschleunigen Rendern, künstliche Intelligenz und Videoverarbeitung in kreativen Apps, um deinen Workflow zu verbessern, damit du dich auf Ideen statt auf die Fortschrittsanzeige konzentrieren kannst.     ANSCHLÜSSE: 1xHDMI, Thunderbolt 4 über USB Type-C, 4xUSB 3.2 (1xUSB Type-C, 3xUSB Type-A Gen.1 davon 1x mit Power-Off USB Charging), 1xEthernet/LAN, 1xAudio Anschluss, KABELLOS: Bluetooth 5.1, WLAN(AX)     AKKULAUFZEIT: Bis zu 6 Stunden (basierend auf MobileMark 2018 Test) AKKU: Li-Ion Akku (3 Zellen / 56 Wh) ANWENDUNGSBEREICH: Egal ob Surfen, Multimedia, oder Casual Gaming - Das Aspire 5 ist für alle Aufgaben gewappnet     HERSTELLERGARANTIE: 24 Monate bei Verkauf und Versand durch Amazon. Bei Verkauf und Versand durch einen Drittanbieter gelten die Angaben des jeweiligen Verkäufers. LIEFERUMFANG: Acer Aspire 5, Netzteil TASTATUR: beleuchtet, Nummernblock, QWERTZ Layout TOUCHPAD | FINGERPRINTSENSOR     
                 › Weitere Produktdetails",‎Acer,‎25.78 x 40.21 x 1.99 cm; 2.3 Kilogramm,‎Grau,‎17.3 Zoll,"Nr. 33,894 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 480 in Laptops","5,0 von 5 Sternen     

                       1 Sternebewertung   
                 

           
      
 5,0 von 5 Sternen",Auf Lager.,879,‎25.78 x 40.21 x 1.99,‎17.3
1669994572-103,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Aspire 3 (A315-34-C22U) Laptop | 15,6 FHD Display | Intel Celeron N4120 | 4 GB RAM | 128 GB SSD | Intel UHD Graphics 600 | Windows 10 | QWERTZ Tastatur | schwarz",https://www.amazon.de/Acer-A315-34-C22U-Full-HD-Multimedia-Celeron/dp/B08C787N3R/ref=sr_1_24?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-24,"Acer Aspire 3 (A315-34-C22U) Laptop | 15,6 FHD Display | Intel Celeron N4120 | 4 GB RAM | 128 GB SSD | Intel UHD Graphics 600 | Windows 10 | QWERTZ Tastatur | schwarz","270,61€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Intel Celeron (1,1 GHz mit bis zu 2,6 GHz Turbo-Boost) Grafikkarte: Intel UHD Graphics 600 Festplatte: 128 GB M.2 PCIe (SSD) Arbeitsspeicher: 4 GB DDR4 RAM     Display: Dank dem FHD Bildschirm erleben Sie gestochen scharfe Bilder. Webcam: VGA Webcam     Anschlüsse: 1xHDMI, 1xUSB 3.0, 2xUSB 2.0,     1xEthernet/LAN, 1xAudio Anschluss, Kabellos: Bluetooth 5.0, WLAN     Akkulaufzeit: Bis zu 6 Stunden AKKU: Li-Ion Akku (2 Zellen / 4800 mAh / 36,7 Wh) Anwendungsbereich: Das Aspire 3 bewältigt alle Aufgaben, die im Alltag anfallen, problemlos - egal, ob sie Office-Anwendungen nutzen, Filme streamen oder einfach nur im Internet surfen     
                 › Weitere Produktdetails",‎Acer,‎25.05 x 36.34 x 1.99 cm; 1.9 Kilogramm,‎Schwarz,‎15.6 Zoll,"Nr. 2,998 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 31 in Normale Laptop-Computer","4,5 von 5 Sternen     

                       229 Sternebewertungen   
                 

           
      
 4,5 von 5 Sternen",Auf Lager.,270,‎25.05 x 36.34 x 1.99,‎15.6
1669994576-104,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Nitro 5 (AN515-45-R798) Gaming Laptop | 15,6 WQHD 165Hz Display | AMD Ryzen 9 5900HX | 32 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 3080 | Windows 10 | QWERTZ Tastatur | schwarzrot",https://www.amazon.de/Acer-AN515-45-R798-Gaming-Laptop-Windows/dp/B093WLZC6R/ref=sr_1_22?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-22,"Acer Nitro 5 (AN515-45-R798) Gaming Laptop | 15,6 WQHD 165Hz Display | AMD Ryzen 9 5900HX | 32 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 3080 | Windows 10 | QWERTZ Tastatur | schwarzrot","1.947,37€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    PROZESSOR: AMD Ryzen 9 5900HX (3,30 GHz mit bis zu 4,60 GHz Turbo-Boost) DISPLAY: Dank dem WQHD Bildschirm erleben Sie gestochen scharfe Bilder. WEBCAM: HD Webcam FESTPLATTE: 1.000 GB PCIe (SSD) ARBEITSSPEICHER: 32 GB DDR4 RAM     GRAFIKKARTE: NVIDIA GeForce RTX 3080 - 8 GB GDDR6 VRAM Diese GPUs bieten ultimative Leistung für Gamer und Kreative. Sie basieren auf NVIDIAs RTX Ampere-Architektur der 2. Generation und verfügen über neue Raytracing-Cores, Tensor-Cores und Streaming-Multiprozessoren, die einen enormen Leistungsboost garantieren. Das Notebook verwendet außerdem NVIDIA Max-Q-Technologien für maximale Leistung und Effizienz     ANSCHLÜSSE: 1xHDMI, 4xUSB 3.2 (1xType-A Gen.2 mit Power-Off USB Charging, 2xType-A Gen.1, 1xType-C), Killer LAN E2600, 1xAudio Anschluss, KABELLOS: Bluetooth 5.1, WLAN(AX)     AKKULAUFZEIT: Bis zu 10 Stunden (MobileMark 2014 Test) AKKU: Li-Ion Akku (4 Zellen / 57,5 Wh) ANWENDUNGSBEREICH: Ideal für jede Art von Gaming dank variabler Speicher- und Grafikkartenkombinationen - egal ob Casual, Pro oder Hardcore Segment. Seine leichte und flache Bauweise machen es perfekt für den mobilen Einsatz.     HERSTELLERGARANTIE: 24 Monate bei Verkauf und Versand durch Amazon. Bei Verkauf und Versand durch einen Drittanbieter gelten die Angaben des jeweiligen Verkäufers. LIEFERUMFANG: Acer Nitro 5, 180 Watt Netzteil TASTATUR: beleuchtet (RGB), Nummernblock, QWERTZ Layout TOUCHPAD     
                 › Weitere Produktdetails",‎Acer,‎25.5 x 36.34 x 2.39 cm; 2.3 Kilogramm,‎Schwarz,‎15.6 Zoll,"Nr. 123,986 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 752 in Normale Laptop-Computer","4,4 von 5 Sternen     

                       31 Sternebewertungen   
                 

           
      
 4,4 von 5 Sternen",Auf Lager.,1,‎25.5 x 36.34 x 2.39,‎15.6
1669994580-105,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"MSI GF63 Thin Gaming Laptop | 15.6"" FHD 144 Hz Display | Intel Core i7-11800H | 16GB RAM | 512GB SSD Speicher | Nvidia RTX 3050 Grafik | QWERTZ Tastatur | Windows 11",https://www.amazon.de/MSI-Display-i7-11800H-Speicher-Tastatur/dp/B09T9Y4ZJ6/ref=sr_1_21?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-21,"MSI GF63 Thin Gaming Laptop | 15.6"" FHD 144 Hz Display | Intel Core i7-11800H | 16GB RAM | 512GB SSD Speicher | Nvidia RTX 3050 Grafik | QWERTZ Tastatur | Windows 11","1.175,65€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Intel Core i7-11800H Prozessor (8-Kern, bis 4,60 GHz, 24 MB SmartCache) Grundlage für die rasante Performance ist der Intel Core i7 Prozessor der 11. Generation, der mit Hybrid-Technik und insgesamt 8 Rechenkernen extreme Rechenleistung liefert.     High-End-Grafik der NVIDIA GeForce RTX 3050, 4 GB GDDR6 VRAM, bis 1.123 MHz Boost-Takt, 40 W maximale Graphics Powe     16 GB DDR4-3200 (2x 8 GB Dual-Channel) Arbeitsspeicher, schnelles PCI-Express SSD-Systemlaufwerk mit 512GB (M.2 PCIe NVMe) Laufwerk für rasante System- und Programmstarts     Ein detailliertes technisches Datenblatt können Sie im unteren Seitenbereich unter ""Produktleitfäden und Dokumente"" herunterladen (Bitte nach unten scrollen)     Reflexionsarmer 15,6“ Full-HD-Wide-View-Bildschirm, 144-Hz-Panel für ruckelfreies Gameplay und schnellste Reaktion, rot beleuchtete Gaming-Tastatur, Cover und Tastaturseite aus Aluminium     
                 › Weitere Produktdetails",‎MSI,,‎Schwarz,‎15.6 Zoll,"Nr. 9,764 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 92 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       171 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Nur noch 3 auf Lager,1,,‎15.6
1669994583-106,https://www.amazon.de/s?k=laptop&i=computers&page=1&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP 250 - Silber - 15,6"" FHD - Core i7 1165G7 - 32GB RAM - 1000GB SSD - Windows 11 Pro - Office 2019 Pro #mit Funkmaus +Notebooktasche",https://www.amazon.de/250-Windows-Microsoft-Funkmaus-Notebooktasche/dp/B07RFSD7CS/ref=sr_1_20?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994544&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-20,"HP 250 - Silber - 15,6"" FHD - Core i7 1165G7 - 32GB RAM - 1000GB SSD - Windows 11 Pro - Office 2019 Pro #mit Funkmaus +Notebooktasche",,"Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prozessor: Core i7-1165G7 Quad Core - 4x 2,8GHz - Turbo Boost bis zu 4x 4,7GHz - 8 Threads - 8MB Cache - Iris Xe G7 Graphics     Ausstattung: mattes Full-HD Display mit LED-Backlight - Webcam (720p) - 1x HDMI - 2x USB 3.2 Typ-A - 1x USB 3.2 Typ-C - Card Reader - 1x RJ45 (LAN) - WLAN 5 (802.11ac) - Bluetooth (5.0) - 1x Kopfhörer/Mikrofon-Kombi-Anschluss - TPM 2.0 - QWERTZ-Tastatur - Ziffernblock     Akku: bis zu 8 Stunden Laufzeit - 3 Zellen - 41 Wattstunden     Lieferumfang: HP 250 - 15,6 Zoll Notebook in Asteroid Silber - Akku - Netzteil - Netzkabel - Funkmaus - Notebooktasche - Vollversion Office 2019 Professional     Herstellergarantie: 24 Monate, Austausch bzw. Reparatur innerhalb von 5 Werktagen oder entsprechend Geld zurück.     
                 › Weitere Produktdetails",‎HP,‎35.8 x 24.2 x 2 cm; 1.7 Kilogramm,‎32GB RAM,‎15.6 Zoll,"Nr. 48,294 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 706 in Laptops","4,6 von 5 Sternen     

                       185 Sternebewertungen   
                 

           
      
 4,6 von 5 Sternen",,,‎35.8 x 24.2 x 2,‎15.6
